ten_cong_viec,ten_cong_ty,muc_luong,dia_chi,ngay_dang,nganh_nghe,quy_mo_cong_ty,quoc_tich_cong_ty,nam_kinh_nghiem,cap_bac,loai_hinh,loai_hop_dong,cong_nghe_su_dung,quy_trinh_phong_van,url
"['Junior/ Experienced Tester (QA/QC, English required)']",['Ekino VietNam'],['Thương lượng'],"['Tầng 3, The Emporium, 184 đường Lê Đại Hành, Phường 15, Quận 11, Thành phố Hồ Chí Minh']",['Đăng 20 giờ trước'],"['Dịch vụ doanh nghiệp, Dịch vụ IT']",['100-499 Nhân viên'],['France'],['Không yêu cầu'],"['Fresher, Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Tester', 'English', 'QA/QC']","['Vòng 1: Phone interview (in both English and Vietnamese).', 'Vòng 2: Physical interview with Department Leads and HR specialist.', 'Vòng 3: For some positions, a technical test will be required.']",https://topdev.vn/viec-lam/junior-experienced-tester-qa-qc-english-required-ekino-vietnam-2034367?src=topdev_search&medium=searchresult
"['Front-End Developer (ReactJS, VueJS, HTML)']",['LG CNS Việt Nam'],['Thương lượng'],"['Tầng 15, tòa Keangnam Landmark 72, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['100-499 Nhân viên'],"['South-Korea, Vietnam']",['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['JavaScript', 'JQuery', 'HTML', 'ReactJS', 'VueJS']","['Vòng 1: Book an Interview Schedule with HR manager.', 'Vòng 2: 1st interview with VN Senior Leaders', 'Vòng 3: 2nd Interview with Kr Senior PM', 'Vòng 4: If passed, negotiate salary and bonus.', 'Vòng 5: Confirm onboarding Date.']",https://topdev.vn/viec-lam/front-end-developer-reactjs-vuejs-html-lg-cns-viet-nam-2034338?src=topdev_search&medium=searchresult
"['Back-End Developer (Java, SQL)']",['LG CNS Việt Nam'],['Thương lượng'],"['Tầng 15, tòa Keangnam Landmark 72, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['100-499 Nhân viên'],"['South-Korea, Vietnam']",['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'SQL', 'Spring', 'API', 'Spring Boot']","['Vòng 1: Book an Interview Schedule with HR manager.', 'Vòng 2: 1st interview with VN Senior Leaders (Offline Interview)', 'Vòng 3: 2nd Interview with Kr Senior PM (Online meeting room, use English and Vietnamese to answer)', 'Vòng 4: If passed, negotiate salary and bonus.', 'Vòng 5: Confirm onboarding Date.']",https://topdev.vn/viec-lam/back-end-developer-java-sql-lg-cns-viet-nam-2034337?src=topdev_search&medium=searchresult
['SOC Analyst (Tier 3) - CS01'],['FPT IS'],['Thương lượng'],"['Landmark 72, E6 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['Database', 'Data Analyst']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/soc-analyst-tier-3-cs01-fpt-is-2034368?src=topdev_search&medium=searchresult
['Governance-Risk-Compliance Consultant - CS01'],['FPT IS'],['Thương lượng'],"['Tầng 12 - FPT Tower - 10 Phạm Văn Bạch, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['IT Consultant', 'Security Engineer']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/governance-risk-compliance-consultant-cs01-fpt-is-2034371?src=topdev_search&medium=searchresult
['Solution Architect (Cyber Security Product) - CS01'],['FPT IS'],['Thương lượng'],"['Landmark 72, E6 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Solution Architect', 'Cybersecurity']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/solution-architect-cyber-security-product-cs01-fpt-is-2034370?src=topdev_search&medium=searchresult
['Chuyên viên Phân tích nghiệp vụ (BA)'],['Công ty Dịch vụ Số Bưu điện (Vietnam Post Digital)'],['25.000.000 VND to 40.000.000 VND'],"['Số 5, Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Dịch vụ doanh nghiệp, B2B Services']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],['Middle'],['In Office'],['Fulltime'],['Business Analyst'],[],https://topdev.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba-cong-ty-dich-vu-so-buu-dien-vietnam-post-digital-2034373?src=topdev_search&medium=searchresult
['Senior Full-stack Mobile Developer'],['Tinai Private Limited (Dreamerly)'],['2.000 USD to 4.000 USD'],"['., Remote', 'Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 20 giờ trước'],['Phần Mềm'],['10-24 Nhân viên'],['Singapore'],['Từ 3 năm'],['Senior'],"['Remote', 'Hybrid']",['Fulltime'],"['Android', 'iOS', 'Full-Stack']","['Vòng 1: Phỏng vấn với Tech Lead', 'Vòng 2: Phỏng vấn với Tech Lead', 'Vòng 3: Phỏng vấn với Designer']",https://topdev.vn/viec-lam/senior-full-stack-mobile-developer-tinai-private-limited-dreamerly-2034372?src=topdev_search&medium=searchresult
['Backend Developer'],['CÔNG TY TNHH ASTRA TECHNOLOGY'],['Thương lượng'],"['Tầng 5, 86, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['10-24 Nhân viên'],['South-Korea'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'MySQL', 'Git', 'Back-End', 'Spring']","['Vòng 1: Vòng CV', 'Vòng 2: Phỏng vấn']",https://topdev.vn/viec-lam/backend-developer-cong-ty-tnhh-astra-technology-2034375?src=topdev_search&medium=searchresult
['Middle/Senior Testing Engineer'],['TrinTech'],['Thương lượng'],"['208 Cô Bắc (Halo Building), Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 20 giờ trước'],['Giải trí/ Game'],['10-24 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['HTML5', 'SQL', 'Tester', 'Automation Tester', 'Manual Test']",[],https://topdev.vn/viec-lam/middle-senior-testing-engineer-trintech-2034374?src=topdev_search&medium=searchresult
"['Junior/ Experienced Tester (QA/QC, English required)']",['Ekino VietNam'],['Thương lượng'],"['Tầng 3, The Emporium, 184 đường Lê Đại Hành, Phường 15, Quận 11, Thành phố Hồ Chí Minh']",['Đăng 20 giờ trước'],"['Dịch vụ doanh nghiệp, Dịch vụ IT']",['100-499 Nhân viên'],['France'],['Không yêu cầu'],"['Fresher, Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Tester', 'English', 'QA/QC']","['Vòng 1: Phone interview (in both English and Vietnamese).', 'Vòng 2: Physical interview with Department Leads and HR specialist.', 'Vòng 3: For some positions, a technical test will be required.']",https://topdev.vn/viec-lam/junior-experienced-tester-qa-qc-english-required-ekino-vietnam-2034367?src=topdev_search&medium=searchresult
['Business Analyst - Chuyên Gia Phân Tích Nghiệp Vụ Hệ Thống CLIMS'],['Ngân hàng TMCP An Bình (ABBANK)'],['1.500 USD to 1.800 USD'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Tester', 'Business Analyst', 'Analyst']",[],https://topdev.vn/viec-lam/business-analyst-chuyen-gia-phan-tich-nghiep-vu-he-thong-clims-ngan-hang-tmcp-an-binh-abbank-2034298?src=topdev_search&medium=searchresult
['Card System Developer - Phát triển ứng dụng số'],['Ngân hàng TMCP An Bình (ABBANK)'],['1.500 USD to 2.200 USD'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Linux', 'Oracle', 'SQL', 'API']",[],https://topdev.vn/viec-lam/card-system-developer-phat-trien-ung-dung-so-ngan-hang-tmcp-an-binh-abbank-2034301?src=topdev_search&medium=searchresult
"['Backend Developer (Java, Python, NodeJS)']",['Ngân hàng TMCP An Bình (ABBANK)'],['1.500 USD to 2.200 USD'],"['36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội']",['Đăng 1 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Oracle', 'Java', 'Python', 'NodeJS', 'PostgreSql']",[],https://topdev.vn/viec-lam/backend-developer-java-python-nodejs-ngan-hang-tmcp-an-binh-abbank-2034299?src=topdev_search&medium=searchresult
['Mid MTS (Mobile Trading System) Developer - Android/iOS'],['DaouKiwoom Innovation'],['1.000 USD to 2.000 USD'],"['AP Tower, 518B Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Thành phố Hồ Chí Minh']",['Đăng 1 ngày trước'],['Phần Mềm'],['100-499 Nhân viên'],['South-Korea'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Android', 'iOS', 'JavaScript', 'Mobile']","['Vòng 1: Interview with Tech Lead, CTO', 'Vòng 2: Salary Negotiation']",https://topdev.vn/viec-lam/mid-mts-mobile-trading-system-developer-android-ios-daoukiwoom-innovation-2034303?src=topdev_search&medium=searchresult
['[Da Nang] Team Leader'],['CHI NHÁNH CÔNG TY TNHH PASONA TECH VIỆT NAM TẠI ĐÀ NẴNG'],['Thương lượng'],"['243 Phan Đăng Lưu, Phường Khuê Trung, Quận Cẩm Lệ, Thành phố Đà Nẵng']",['Đăng 1 ngày trước'],['Software'],['100-499 Nhân viên'],['Japan'],['Từ 3 năm'],['Trưởng Nhóm'],['In Office'],['Fulltime'],"['PHP', 'C#', '.NET', 'Laravel']",[],https://topdev.vn/viec-lam/da-nang-team-leader-chi-nhanh-cong-ty-tnhh-pasona-tech-viet-nam-tai-da-nang-2034417?src=topdev_search&medium=searchresult
['Senior Java Developer'],['CÔNG TY CỔ PHẦN CHỨNG KHOÁN VNDIRECT'],['Thương lượng'],"['43 Đ. Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội']",['Đăng 1 ngày trước'],"['Tài Chính, Chứng khoán']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'MySQL', 'PostgreSql', 'Spring Boot']",[],https://topdev.vn/viec-lam/senior-java-developer-cong-ty-co-phan-chung-khoan-vndirect-2034422?src=topdev_search&medium=searchresult
['Chuyên viên Phân tích nghiệp vụ (BA) – Mã vị trí NHS02 (số lượng 05)'],['BIDV - Trung tâm Phát triển ngân hàng số'],['Thương lượng'],"['Tháp A Vincom, 191 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 1 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Fintech', 'Business Analyst', 'Core Banking']","['Vòng 1: Sơ tuyển hồ sơ', 'Vòng 2: Phỏng vấn (Nghiệp vụ và tiếng Anh)']",https://topdev.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba-ma-vi-tri-nhs02-so-luong-05-bidv-trung-tam-phat-trien-ngan-hang-so-2034324?src=topdev_search&medium=searchresult
['Chuyên viên Phát triển phần mềm (DEV) – Mã vị trí NHS01 (số lượng 15)'],['BIDV - Trung tâm Phát triển ngân hàng số'],['Thương lượng'],"['Tháp A Vincom, 191 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội']",['Đăng 1 ngày trước'],['Ngân Hàng'],['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Android', 'iOS', 'Mobile', 'React Native', 'Flutter']","['Vòng 1: Sơ tuyển hồ sơ', 'Vòng 2: Phỏng vấn (Nghiệp vụ và tiếng Anh)']",https://topdev.vn/viec-lam/chuyen-vien-phat-trien-phan-mem-dev-ma-vi-tri-nhs01-so-luong-15-bidv-trung-tam-phat-trien-ngan-hang-so-2034322?src=topdev_search&medium=searchresult
['Java Developer [Middle/Senior]'],['CÔNG TY TNHH BYTEUP TECHNOLOGY'],['1.000 USD to 3.500 USD'],"['Cobi Tower 2, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh']",['Đăng 1 ngày trước'],"['Phần Mềm, Dịch vụ doanh nghiệp, Giải trí/ Game']",['25-99 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'JavaScript', 'Python']","['Vòng 1: Online HR Meet-Up', 'Vòng 2: Offline Technical Interview; Salary Verification and Document']",https://topdev.vn/viec-lam/java-developer-middle-senior-cong-ty-tnhh-byteup-technology-2034304?src=topdev_search&medium=searchresult
['Backend Developer'],['Công ty TNHH chứng khoán NH Việt Nam (NHSV)'],['Thương lượng'],"['Lotte Center HàNội, Tầng 9, Toà tháp Đông, 54 P. Liễu Giai, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội']",['Đăng 2 ngày trước'],['Chứng khoán'],['100-499 Nhân viên'],['Vietnam'],['Từ 1 năm'],"['Junior, Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'Spring', 'TypeScript']","['Vòng 1: Phỏng vấn trực tiếp với Trưởng phòng IT, trưởng phòng nhân sự.', 'Vòng 2: Phỏng vấn với đại diện Ban tổng giám đốc']",https://topdev.vn/viec-lam/backend-developer-cong-ty-tnhh-chung-khoan-nh-viet-nam-nhsv-2034475?src=topdev_search&medium=searchresult
"['Front-End Developer (ReactJS, VueJS, HTML)']",['LG CNS Việt Nam'],['Thương lượng'],"['Tầng 15, tòa Keangnam Landmark 72, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['100-499 Nhân viên'],"['South-Korea, Vietnam']",['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['JavaScript', 'JQuery', 'HTML', 'ReactJS', 'VueJS']","['Vòng 1: Book an Interview Schedule with HR manager.', 'Vòng 2: 1st interview with VN Senior Leaders', 'Vòng 3: 2nd Interview with Kr Senior PM', 'Vòng 4: If passed, negotiate salary and bonus.', 'Vòng 5: Confirm onboarding Date.']",https://topdev.vn/viec-lam/front-end-developer-reactjs-vuejs-html-lg-cns-viet-nam-2034338?src=topdev_search&medium=searchresult
"['Back-End Developer (Java, SQL)']",['LG CNS Việt Nam'],['Thương lượng'],"['Tầng 15, tòa Keangnam Landmark 72, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['100-499 Nhân viên'],"['South-Korea, Vietnam']",['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Java', 'SQL', 'Spring', 'API', 'Spring Boot']","['Vòng 1: Book an Interview Schedule with HR manager.', 'Vòng 2: 1st interview with VN Senior Leaders (Offline Interview)', 'Vòng 3: 2nd Interview with Kr Senior PM (Online meeting room, use English and Vietnamese to answer)', 'Vòng 4: If passed, negotiate salary and bonus.', 'Vòng 5: Confirm onboarding Date.']",https://topdev.vn/viec-lam/back-end-developer-java-sql-lg-cns-viet-nam-2034337?src=topdev_search&medium=searchresult
['SOC Analyst (Tier 3) - CS01'],['FPT IS'],['Thương lượng'],"['Landmark 72, E6 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 4 năm'],['Senior'],['In Office'],['Fulltime'],"['Database', 'Data Analyst']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/soc-analyst-tier-3-cs01-fpt-is-2034368?src=topdev_search&medium=searchresult
['Governance-Risk-Compliance Consultant - CS01'],['FPT IS'],['Thương lượng'],"['Tầng 12 - FPT Tower - 10 Phạm Văn Bạch, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['IT Consultant', 'Security Engineer']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/governance-risk-compliance-consultant-cs01-fpt-is-2034371?src=topdev_search&medium=searchresult
['Solution Architect (Cyber Security Product) - CS01'],['FPT IS'],['Thương lượng'],"['Landmark 72, E6 Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Information Technology, B2B Services, Technology and Computer Sciences']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['Solution Architect', 'Cybersecurity']",['Vòng 1: 1 Vòng phỏng vấn với Technical không có bài test'],https://topdev.vn/viec-lam/solution-architect-cyber-security-product-cs01-fpt-is-2034370?src=topdev_search&medium=searchresult
['Chuyên viên Phân tích nghiệp vụ (BA)'],['Công ty Dịch vụ Số Bưu điện (Vietnam Post Digital)'],['25.000.000 VND to 40.000.000 VND'],"['Số 5, Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],"['Dịch vụ doanh nghiệp, B2B Services']",['Hơn 1000 Nhân viên'],['Vietnam'],['Từ 2 năm'],['Middle'],['In Office'],['Fulltime'],['Business Analyst'],[],https://topdev.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba-cong-ty-dich-vu-so-buu-dien-vietnam-post-digital-2034373?src=topdev_search&medium=searchresult
['Senior Full-stack Mobile Developer'],['Tinai Private Limited (Dreamerly)'],['2.000 USD to 4.000 USD'],"['., Remote', 'Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 20 giờ trước'],['Phần Mềm'],['10-24 Nhân viên'],['Singapore'],['Từ 3 năm'],['Senior'],"['Remote', 'Hybrid']",['Fulltime'],"['Android', 'iOS', 'Full-Stack']","['Vòng 1: Phỏng vấn với Tech Lead', 'Vòng 2: Phỏng vấn với Tech Lead', 'Vòng 3: Phỏng vấn với Designer']",https://topdev.vn/viec-lam/senior-full-stack-mobile-developer-tinai-private-limited-dreamerly-2034372?src=topdev_search&medium=searchresult
['Backend Developer'],['CÔNG TY TNHH ASTRA TECHNOLOGY'],['Thương lượng'],"['Tầng 5, 86, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội']",['Đăng 20 giờ trước'],['Phần Mềm'],['10-24 Nhân viên'],['South-Korea'],['Từ 5 năm'],['Senior'],['In Office'],['Fulltime'],"['Java', 'MySQL', 'Git', 'Back-End', 'Spring']","['Vòng 1: Vòng CV', 'Vòng 2: Phỏng vấn']",https://topdev.vn/viec-lam/backend-developer-cong-ty-tnhh-astra-technology-2034375?src=topdev_search&medium=searchresult
['Middle/Senior Testing Engineer'],['TrinTech'],['Thương lượng'],"['208 Cô Bắc (Halo Building), Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh']",['Đăng 20 giờ trước'],['Giải trí/ Game'],['10-24 Nhân viên'],['Vietnam'],['Từ 3 năm'],"['Middle, Senior']",['In Office'],['Fulltime'],"['HTML5', 'SQL', 'Tester', 'Automation Tester', 'Manual Test']",[],https://topdev.vn/viec-lam/middle-senior-testing-engineer-trintech-2034374?src=topdev_search&medium=searchresult
